,country,year,sex,age,suicides_no,population,suicides_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capital,generation,ISO_code,countries,ECONOMIC FREEDOM
15404,Malta,1991,female,75+ years,0,8500,0,Malta1991,0.732,2750041434,8313,G.I. Generation,,,
15405,Malta,1991,male,5-14 years,0,28800,0,Malta1991,0.732,2750041434,8313,Millenials,,,
15406,Malta,1991,male,55-74 years,0,25500,0,Malta1991,0.732,2750041434,8313,Silent,,,
15407,Malta,1991,male,75+ years,0,5600,0,Malta1991,0.732,2750041434,8313,G.I. Generation,,,
15408,Malta,1992,male,75+ years,2,5500,36.36,Malta1992,0.735,3021910217,9040,G.I. Generation,,,
15409,Malta,1992,male,25-34 years,4,27700,14.44,Malta1992,0.735,3021910217,9040,Boomers,,,
15410,Malta,1992,male,55-74 years,3,26200,11.45,Malta1992,0.735,3021910217,9040,Silent,,,
15411,Malta,1992,female,55-74 years,3,31600,9.49,Malta1992,0.735,3021910217,9040,Silent,,,
15412,Malta,1992,male,15-24 years,2,26700,7.49,Malta1992,0.735,3021910217,9040,Generation X,,,
15413,Malta,1992,female,35-54 years,3,50800,5.91,Malta1992,0.735,3021910217,9040,Boomers,,,
15414,Malta,1992,male,35-54 years,1,50100,2,Malta1992,0.735,3021910217,9040,Boomers,,,
15415,Malta,1992,female,15-24 years,0,25100,0,Malta1992,0.735,3021910217,9040,Generation X,,,
15416,Malta,1992,female,25-34 years,0,26500,0,Malta1992,0.735,3021910217,9040,Boomers,,,
15417,Malta,1992,female,5-14 years,0,27100,0,Malta1992,0.735,3021910217,9040,Millenials,,,
15418,Malta,1992,female,75+ years,0,8400,0,Malta1992,0.735,3021910217,9040,G.I. Generation,,,
15419,Malta,1992,male,5-14 years,0,28600,0,Malta1992,0.735,3021910217,9040,Millenials,,,
15420,Malta,1993,male,25-34 years,4,27200,14.71,Malta1993,0.738,2709178327,8022,Boomers,,,
15421,Malta,1993,female,35-54 years,4,51700,7.74,Malta1993,0.738,2709178327,8022,Boomers,,,
15422,Malta,1993,male,55-74 years,2,26700,7.49,Malta1993,0.738,2709178327,8022,Silent,,,
15423,Malta,1993,female,55-74 years,2,32300,6.19,Malta1993,0.738,2709178327,8022,Silent,,,
15424,Malta,1993,male,35-54 years,2,51300,3.9,Malta1993,0.738,2709178327,8022,Boomers,,,
15425,Malta,1993,female,25-34 years,1,26000,3.85,Malta1993,0.738,2709178327,8022,Boomers,,,
15426,Malta,1993,male,15-24 years,1,27300,3.66,Malta1993,0.738,2709178327,8022,Generation X,,,
15427,Malta,1993,female,15-24 years,0,25500,0,Malta1993,0.738,2709178327,8022,Generation X,,,
15428,Malta,1993,female,5-14 years,0,27100,0,Malta1993,0.738,2709178327,8022,Millenials,,,
15429,Malta,1993,female,75+ years,0,8500,0,Malta1993,0.738,2709178327,8022,G.I. Generation,,,
15430,Malta,1993,male,5-14 years,0,28500,0,Malta1993,0.738,2709178327,8022,Millenials,,,
15431,Malta,1993,male,75+ years,0,5600,0,Malta1993,0.738,2709178327,8022,G.I. Generation,,,
15432,Malta,1994,male,75+ years,1,5600,17.86,Malta1994,0.74,2998570147,8775,G.I. Generation,,,
15433,Malta,1994,female,75+ years,1,8600,11.63,Malta1994,0.74,2998570147,8775,G.I. Generation,,,
15434,Malta,1994,male,25-34 years,3,26900,11.15,Malta1994,0.74,2998570147,8775,Boomers,,,
15435,Malta,1994,male,15-24 years,3,27900,10.75,Malta1994,0.74,2998570147,8775,Generation X,,,
15436,Malta,1994,male,35-54 years,5,52500,9.52,Malta1994,0.74,2998570147,8775,Boomers,,,
15437,Malta,1994,female,35-54 years,2,52900,3.78,Malta1994,0.74,2998570147,8775,Boomers,,,
15438,Malta,1994,female,15-24 years,0,26100,0,Malta1994,0.74,2998570147,8775,Generation X,,,
15439,Malta,1994,female,25-34 years,0,25500,0,Malta1994,0.74,2998570147,8775,Boomers,,,
15440,Malta,1994,female,5-14 years,0,27000,0,Malta1994,0.74,2998570147,8775,Millenials,,,
15441,Malta,1994,female,55-74 years,0,33100,0,Malta1994,0.74,2998570147,8775,Silent,,,
15442,Malta,1994,male,5-14 years,0,28300,0,Malta1994,0.74,2998570147,8775,Millenials,,,
15443,Malta,1994,male,55-74 years,0,27300,0,Malta1994,0.74,2998570147,8775,Silent,,,
15444,Malta,1995,male,15-24 years,4,28300,14.13,Malta1995,0.741,3439931907,9974,Generation X,MLT,Malta,7
15445,Malta,1995,male,35-54 years,4,53800,7.43,Malta1995,0.741,3439931907,9974,Boomers,MLT,Malta,7
15446,Malta,1995,female,35-54 years,4,53900,7.42,Malta1995,0.741,3439931907,9974,Boomers,MLT,Malta,7
15447,Malta,1995,male,55-74 years,2,27600,7.25,Malta1995,0.741,3439931907,9974,Silent,MLT,Malta,7
15448,Malta,1995,female,25-34 years,1,24900,4.02,Malta1995,0.741,3439931907,9974,Generation X,MLT,Malta,7
15449,Malta,1995,male,25-34 years,1,26500,3.77,Malta1995,0.741,3439931907,9974,Generation X,MLT,Malta,7
15450,Malta,1995,female,55-74 years,1,33300,3,Malta1995,0.741,3439931907,9974,Silent,MLT,Malta,7
15451,Malta,1995,female,15-24 years,0,26600,0,Malta1995,0.741,3439931907,9974,Generation X,MLT,Malta,7
15452,Malta,1995,female,5-14 years,0,26900,0,Malta1995,0.741,3439931907,9974,Millenials,MLT,Malta,7
15453,Malta,1995,female,75+ years,0,9000,0,Malta1995,0.741,3439931907,9974,G.I. Generation,MLT,Malta,7
15454,Malta,1995,male,5-14 years,0,28200,0,Malta1995,0.741,3439931907,9974,Millenials,MLT,Malta,7
15455,Malta,1995,male,75+ years,0,5900,0,Malta1995,0.741,3439931907,9974,G.I. Generation,MLT,Malta,7
15456,Malta,1996,male,75+ years,1,6400,15.63,Malta1996,0.746,3570271558,10254,G.I. Generation,,,
15457,Malta,1996,male,25-34 years,3,25500,11.76,Malta1996,0.746,3570271558,10254,Generation X,,,
15458,Malta,1996,male,15-24 years,3,28700,10.45,Malta1996,0.746,3570271558,10254,Generation X,,,
15459,Malta,1996,female,25-34 years,1,24000,4.17,Malta1996,0.746,3570271558,10254,Generation X,,,
15460,Malta,1996,male,55-74 years,1,27700,3.61,Malta1996,0.746,3570271558,10254,Silent,,,
15461,Malta,1996,male,35-54 years,1,55200,1.81,Malta1996,0.746,3570271558,10254,Boomers,,,
15462,Malta,1996,female,15-24 years,0,26900,0,Malta1996,0.746,3570271558,10254,Generation X,,,
15463,Malta,1996,female,35-54 years,0,55000,0,Malta1996,0.746,3570271558,10254,Boomers,,,
15464,Malta,1996,female,5-14 years,0,27100,0,Malta1996,0.746,3570271558,10254,Millenials,,,
15465,Malta,1996,female,55-74 years,0,33400,0,Malta1996,0.746,3570271558,10254,Silent,,,
15466,Malta,1996,female,75+ years,0,9700,0,Malta1996,0.746,3570271558,10254,G.I. Generation,,,
15467,Malta,1996,male,5-14 years,0,28600,0,Malta1996,0.746,3570271558,10254,Millenials,,,
15468,Malta,1997,male,75+ years,2,6700,29.85,Malta1997,0.751,3705372039,10575,G.I. Generation,,,
15469,Malta,1997,male,15-24 years,3,29000,10.34,Malta1997,0.751,3705372039,10575,Generation X,,,
15470,Malta,1997,female,25-34 years,2,23300,8.58,Malta1997,0.751,3705372039,10575,Generation X,,,
15471,Malta,1997,male,25-34 years,2,24500,8.16,Malta1997,0.751,3705372039,10575,Generation X,,,
15472,Malta,1997,male,35-54 years,4,56400,7.09,Malta1997,0.751,3705372039,10575,Boomers,,,
15473,Malta,1997,female,15-24 years,1,27300,3.66,Malta1997,0.751,3705372039,10575,Generation X,,,
15474,Malta,1997,female,55-74 years,1,33300,3,Malta1997,0.751,3705372039,10575,Silent,,,
15475,Malta,1997,female,35-54 years,0,56100,0,Malta1997,0.751,3705372039,10575,Boomers,,,
15476,Malta,1997,female,5-14 years,0,27100,0,Malta1997,0.751,3705372039,10575,Millenials,,,
15477,Malta,1997,female,75+ years,0,10300,0,Malta1997,0.751,3705372039,10575,G.I. Generation,,,
15478,Malta,1997,male,5-14 years,0,28800,0,Malta1997,0.751,3705372039,10575,Millenials,,,
15479,Malta,1997,male,55-74 years,0,27600,0,Malta1997,0.751,3705372039,10575,Silent,,,
15480,Malta,1998,male,55-74 years,4,27900,14.34,Malta1998,0.756,3923637971,11103,Silent,,,
15481,Malta,1998,male,35-54 years,6,57500,10.43,Malta1998,0.756,3923637971,11103,Boomers,,,
15482,Malta,1998,male,25-34 years,1,24400,4.1,Malta1998,0.756,3923637971,11103,Generation X,,,
15483,Malta,1998,female,35-54 years,1,56900,1.76,Malta1998,0.756,3923637971,11103,Boomers,,,
15484,Malta,1998,female,15-24 years,0,27600,0,Malta1998,0.756,3923637971,11103,Generation X,,,
15485,Malta,1998,female,25-34 years,0,23200,0,Malta1998,0.756,3923637971,11103,Generation X,,,
15486,Malta,1998,female,5-14 years,0,26900,0,Malta1998,0.756,3923637971,11103,Millenials,,,
15487,Malta,1998,female,55-74 years,0,33400,0,Malta1998,0.756,3923637971,11103,Silent,,,
15488,Malta,1998,female,75+ years,0,10700,0,Malta1998,0.756,3923637971,11103,G.I. Generation,,,
15489,Malta,1998,male,15-24 years,0,29500,0,Malta1998,0.756,3923637971,11103,Generation X,,,
15490,Malta,1998,male,5-14 years,0,28500,0,Malta1998,0.756,3923637971,11103,Millenials,,,
15491,Malta,1998,male,75+ years,0,6900,0,Malta1998,0.756,3923637971,11103,G.I. Generation,,,
15492,Malta,1999,male,25-34 years,6,24500,24.49,Malta1999,0.761,4127313818,11607,Generation X,,,
15493,Malta,1999,male,35-54 years,11,57600,19.1,Malta1999,0.761,4127313818,11607,Boomers,,,
15494,Malta,1999,male,75+ years,1,7100,14.08,Malta1999,0.761,4127313818,11607,G.I. Generation,,,
15495,Malta,1999,male,55-74 years,3,28900,10.38,Malta1999,0.761,4127313818,11607,Silent,,,
15496,Malta,1999,female,75+ years,1,10900,9.17,Malta1999,0.761,4127313818,11607,G.I. Generation,,,
15497,Malta,1999,female,55-74 years,2,34300,5.83,Malta1999,0.761,4127313818,11607,Silent,,,
15498,Malta,1999,female,15-24 years,1,27900,3.58,Malta1999,0.761,4127313818,11607,Generation X,,,
15499,Malta,1999,male,15-24 years,1,29700,3.37,Malta1999,0.761,4127313818,11607,Generation X,,,
15500,Malta,1999,female,35-54 years,1,56800,1.76,Malta1999,0.761,4127313818,11607,Boomers,,,
15501,Malta,1999,female,25-34 years,0,23300,0,Malta1999,0.761,4127313818,11607,Generation X,,,
15502,Malta,1999,female,5-14 years,0,26500,0,Malta1999,0.761,4127313818,11607,Millenials,,,
15503,Malta,1999,male,5-14 years,0,28100,0,Malta1999,0.761,4127313818,11607,Millenials,,,
15504,Malta,2000,male,75+ years,2,7490,26.7,Malta2000,0.766,4306192436,11873,G.I. Generation,MLT,Malta,6.98
15505,Malta,2000,male,35-54 years,10,57860,17.28,Malta2000,0.766,4306192436,11873,Boomers,MLT,Malta,6.98
15506,Malta,2000,female,25-34 years,2,24143,8.28,Malta2000,0.766,4306192436,11873,Generation X,MLT,Malta,6.98
15507,Malta,2000,male,25-34 years,2,25318,7.9,Malta2000,0.766,4306192436,11873,Generation X,MLT,Malta,6.98
15508,Malta,2000,male,55-74 years,2,30530,6.55,Malta2000,0.766,4306192436,11873,Silent,MLT,Malta,6.98
15509,Malta,2000,female,35-54 years,3,57250,5.24,Malta2000,0.766,4306192436,11873,Boomers,MLT,Malta,6.98
15510,Malta,2000,male,15-24 years,1,30093,3.32,Malta2000,0.766,4306192436,11873,Generation X,MLT,Malta,6.98
15511,Malta,2000,female,55-74 years,1,35917,2.78,Malta2000,0.766,4306192436,11873,Silent,MLT,Malta,6.98
15512,Malta,2000,female,15-24 years,0,28328,0,Malta2000,0.766,4306192436,11873,Generation X,MLT,Malta,6.98
15513,Malta,2000,female,5-14 years,0,26312,0,Malta2000,0.766,4306192436,11873,Millenials,MLT,Malta,6.98
15514,Malta,2000,female,75+ years,0,11486,0,Malta2000,0.766,4306192436,11873,G.I. Generation,MLT,Malta,6.98
15515,Malta,2000,male,5-14 years,0,27949,0,Malta2000,0.766,4306192436,11873,Millenials,MLT,Malta,6.98
15516,Malta,2001,male,55-74 years,7,32328,21.65,Malta2001,0.776,4331870648,11691,Silent,MLT,Malta,6.98
15517,Malta,2001,male,35-54 years,9,58158,15.48,Malta2001,0.776,4331870648,11691,Boomers,MLT,Malta,6.98
15518,Malta,2001,male,15-24 years,4,30318,13.19,Malta2001,0.776,4331870648,11691,Millenials,MLT,Malta,6.98
15519,Malta,2001,male,25-34 years,3,26449,11.34,Malta2001,0.776,4331870648,11691,Generation X,MLT,Malta,6.98
15520,Malta,2001,female,75+ years,1,12003,8.33,Malta2001,0.776,4331870648,11691,Silent,MLT,Malta,6.98
15521,Malta,2001,female,35-54 years,3,57647,5.2,Malta2001,0.776,4331870648,11691,Boomers,MLT,Malta,6.98
15522,Malta,2001,female,25-34 years,1,25332,3.95,Malta2001,0.776,4331870648,11691,Generation X,MLT,Malta,6.98
15523,Malta,2001,female,15-24 years,1,28539,3.5,Malta2001,0.776,4331870648,11691,Millenials,MLT,Malta,6.98
15524,Malta,2001,female,55-74 years,1,37731,2.65,Malta2001,0.776,4331870648,11691,Silent,MLT,Malta,6.98
15525,Malta,2001,female,5-14 years,0,26275,0,Malta2001,0.776,4331870648,11691,Millenials,MLT,Malta,6.98
15526,Malta,2001,male,5-14 years,0,27860,0,Malta2001,0.776,4331870648,11691,Millenials,MLT,Malta,6.98
15527,Malta,2001,male,75+ years,0,7901,0,Malta2001,0.776,4331870648,11691,Silent,MLT,Malta,6.98
15528,Malta,2002,male,25-34 years,3,27382,10.96,Malta2002,0.78,4689832690,12524,Generation X,MLT,Malta,6.88
15529,Malta,2002,male,55-74 years,3,33995,8.82,Malta2002,0.78,4689832690,12524,Silent,MLT,Malta,6.88
15530,Malta,2002,male,35-54 years,5,57735,8.66,Malta2002,0.78,4689832690,12524,Boomers,MLT,Malta,6.88
15531,Malta,2002,female,75+ years,1,12453,8.03,Malta2002,0.78,4689832690,12524,Silent,MLT,Malta,6.88
15532,Malta,2002,female,25-34 years,2,26071,7.67,Malta2002,0.78,4689832690,12524,Generation X,MLT,Malta,6.88
15533,Malta,2002,female,55-74 years,3,39275,7.64,Malta2002,0.78,4689832690,12524,Silent,MLT,Malta,6.88
15534,Malta,2002,female,35-54 years,2,57093,3.5,Malta2002,0.78,4689832690,12524,Boomers,MLT,Malta,6.88
15535,Malta,2002,female,15-24 years,0,28419,0,Malta2002,0.78,4689832690,12524,Millenials,MLT,Malta,6.88
15536,Malta,2002,female,5-14 years,0,26052,0,Malta2002,0.78,4689832690,12524,Millenials,MLT,Malta,6.88
15537,Malta,2002,male,15-24 years,0,30264,0,Malta2002,0.78,4689832690,12524,Millenials,MLT,Malta,6.88
15538,Malta,2002,male,5-14 years,0,27603,0,Malta2002,0.78,4689832690,12524,Millenials,MLT,Malta,6.88
15539,Malta,2002,male,75+ years,0,8114,0,Malta2002,0.78,4689832690,12524,Silent,MLT,Malta,6.88
15540,Malta,2003,male,75+ years,2,8244,24.26,Malta2003,0.788,5456583589,14444,Silent,MLT,Malta,6.52
15541,Malta,2003,male,25-34 years,6,28256,21.23,Malta2003,0.788,5456583589,14444,Generation X,MLT,Malta,6.52
15542,Malta,2003,male,55-74 years,4,35758,11.19,Malta2003,0.788,5456583589,14444,Silent,MLT,Malta,6.52
15543,Malta,2003,male,35-54 years,4,57171,7,Malta2003,0.788,5456583589,14444,Boomers,MLT,Malta,6.52
15544,Malta,2003,female,25-34 years,1,26726,3.74,Malta2003,0.788,5456583589,14444,Generation X,MLT,Malta,6.52
15545,Malta,2003,male,15-24 years,1,30207,3.31,Malta2003,0.788,5456583589,14444,Millenials,MLT,Malta,6.52
15546,Malta,2003,female,55-74 years,1,40926,2.44,Malta2003,0.788,5456583589,14444,Silent,MLT,Malta,6.52
15547,Malta,2003,female,35-54 years,1,56431,1.77,Malta2003,0.788,5456583589,14444,Boomers,MLT,Malta,6.52
15548,Malta,2003,female,15-24 years,0,28425,0,Malta2003,0.788,5456583589,14444,Millenials,MLT,Malta,6.52
15549,Malta,2003,female,5-14 years,0,25606,0,Malta2003,0.788,5456583589,14444,Millenials,MLT,Malta,6.52
15550,Malta,2003,female,75+ years,0,12812,0,Malta2003,0.788,5456583589,14444,Silent,MLT,Malta,6.52
15551,Malta,2003,male,5-14 years,0,27223,0,Malta2003,0.788,5456583589,14444,Millenials,MLT,Malta,6.52
15552,Malta,2004,male,75+ years,2,8419,23.76,Malta2004,0.792,6062780269,15916,Silent,MLT,Malta,7.22
15553,Malta,2004,female,75+ years,2,13109,15.26,Malta2004,0.792,6062780269,15916,Silent,MLT,Malta,7.22
15554,Malta,2004,male,55-74 years,4,37496,10.67,Malta2004,0.792,6062780269,15916,Silent,MLT,Malta,7.22
15555,Malta,2004,male,35-54 years,6,56670,10.59,Malta2004,0.792,6062780269,15916,Boomers,MLT,Malta,7.22
15556,Malta,2004,female,35-54 years,4,55890,7.16,Malta2004,0.792,6062780269,15916,Boomers,MLT,Malta,7.22
15557,Malta,2004,female,15-24 years,2,28457,7.03,Malta2004,0.792,6062780269,15916,Millenials,MLT,Malta,7.22
15558,Malta,2004,male,15-24 years,2,30133,6.64,Malta2004,0.792,6062780269,15916,Millenials,MLT,Malta,7.22
15559,Malta,2004,female,55-74 years,2,42492,4.71,Malta2004,0.792,6062780269,15916,Silent,MLT,Malta,7.22
15560,Malta,2004,female,25-34 years,0,27498,0,Malta2004,0.792,6062780269,15916,Generation X,MLT,Malta,7.22
15561,Malta,2004,female,5-14 years,0,25007,0,Malta2004,0.792,6062780269,15916,Millenials,MLT,Malta,7.22
15562,Malta,2004,male,25-34 years,0,29132,0,Malta2004,0.792,6062780269,15916,Generation X,MLT,Malta,7.22
15563,Malta,2004,male,5-14 years,0,26615,0,Malta2004,0.792,6062780269,15916,Millenials,MLT,Malta,7.22
15564,Malta,2005,male,75+ years,3,8723,34.39,Malta2005,0.802,6394851387,16648,Silent,MLT,Malta,7.55
15565,Malta,2005,male,35-54 years,8,56364,14.19,Malta2005,0.802,6394851387,16648,Boomers,MLT,Malta,7.55
15566,Malta,2005,male,55-74 years,4,39592,10.1,Malta2005,0.802,6394851387,16648,Silent,MLT,Malta,7.55
15567,Malta,2005,female,35-54 years,2,55449,3.61,Malta2005,0.802,6394851387,16648,Boomers,MLT,Malta,7.55
15568,Malta,2005,male,25-34 years,1,29584,3.38,Malta2005,0.802,6394851387,16648,Generation X,MLT,Malta,7.55
15569,Malta,2005,female,55-74 years,1,44074,2.27,Malta2005,0.802,6394851387,16648,Silent,MLT,Malta,7.55
15570,Malta,2005,female,15-24 years,0,28404,0,Malta2005,0.802,6394851387,16648,Millenials,MLT,Malta,7.55
15571,Malta,2005,female,25-34 years,0,27895,0,Malta2005,0.802,6394851387,16648,Generation X,MLT,Malta,7.55
15572,Malta,2005,female,5-14 years,0,24481,0,Malta2005,0.802,6394851387,16648,Millenials,MLT,Malta,7.55
15573,Malta,2005,female,75+ years,0,13684,0,Malta2005,0.802,6394851387,16648,Silent,MLT,Malta,7.55
15574,Malta,2005,male,15-24 years,0,29930,0,Malta2005,0.802,6394851387,16648,Millenials,MLT,Malta,7.55
15575,Malta,2005,male,5-14 years,0,25931,0,Malta2005,0.802,6394851387,16648,Millenials,MLT,Malta,7.55
15576,Malta,2006,male,75+ years,3,9015,33.28,Malta2006,0.809,6757119558,17504,Silent,MLT,Malta,7.37
15577,Malta,2006,male,35-54 years,8,56268,14.22,Malta2006,0.809,6757119558,17504,Boomers,MLT,Malta,7.37
15578,Malta,2006,male,15-24 years,3,29634,10.12,Malta2006,0.809,6757119558,17504,Millenials,MLT,Malta,7.37
15579,Malta,2006,male,25-34 years,3,29744,10.09,Malta2006,0.809,6757119558,17504,Generation X,MLT,Malta,7.37
15580,Malta,2006,male,55-74 years,4,41468,9.65,Malta2006,0.809,6757119558,17504,Silent,MLT,Malta,7.37
15581,Malta,2006,female,35-54 years,3,55069,5.45,Malta2006,0.809,6757119558,17504,Boomers,MLT,Malta,7.37
15582,Malta,2006,female,55-74 years,2,45421,4.4,Malta2006,0.809,6757119558,17504,Silent,MLT,Malta,7.37
15583,Malta,2006,female,15-24 years,0,28188,0,Malta2006,0.809,6757119558,17504,Millenials,MLT,Malta,7.37
15584,Malta,2006,female,25-34 years,0,27929,0,Malta2006,0.809,6757119558,17504,Generation X,MLT,Malta,7.37
15585,Malta,2006,female,5-14 years,0,23826,0,Malta2006,0.809,6757119558,17504,Millenials,MLT,Malta,7.37
15586,Malta,2006,female,75+ years,0,14319,0,Malta2006,0.809,6757119558,17504,Silent,MLT,Malta,7.37
15587,Malta,2006,male,5-14 years,0,25157,0,Malta2006,0.809,6757119558,17504,Millenials,MLT,Malta,7.37
15588,Malta,2007,male,35-54 years,12,56285,21.32,Malta2007,0.814,7880509171,20333,Boomers,MLT,Malta,7.74
15589,Malta,2007,male,25-34 years,5,30315,16.49,Malta2007,0.814,7880509171,20333,Generation X,MLT,Malta,7.74
15590,Malta,2007,male,55-74 years,5,42777,11.69,Malta2007,0.814,7880509171,20333,Silent,MLT,Malta,7.74
15591,Malta,2007,male,75+ years,1,9256,10.8,Malta2007,0.814,7880509171,20333,Silent,MLT,Malta,7.74
15592,Malta,2007,male,15-24 years,2,29328,6.82,Malta2007,0.814,7880509171,20333,Millenials,MLT,Malta,7.74
15593,Malta,2007,female,75+ years,1,14886,6.72,Malta2007,0.814,7880509171,20333,Silent,MLT,Malta,7.74
15594,Malta,2007,female,15-24 years,0,27895,0,Malta2007,0.814,7880509171,20333,Millenials,MLT,Malta,7.74
15595,Malta,2007,female,25-34 years,0,28335,0,Malta2007,0.814,7880509171,20333,Generation X,MLT,Malta,7.74
15596,Malta,2007,female,35-54 years,0,54855,0,Malta2007,0.814,7880509171,20333,Boomers,MLT,Malta,7.74
15597,Malta,2007,female,5-14 years,0,22938,0,Malta2007,0.814,7880509171,20333,Generation Z,MLT,Malta,7.74
15598,Malta,2007,female,55-74 years,0,46412,0,Malta2007,0.814,7880509171,20333,Silent,MLT,Malta,7.74
15599,Malta,2007,male,5-14 years,0,24299,0,Malta2007,0.814,7880509171,20333,Generation Z,MLT,Malta,7.74
15600,Malta,2008,male,75+ years,1,9566,10.45,Malta2008,0.819,8977149553,23007,Silent,MLT,Malta,7.59
15601,Malta,2008,male,55-74 years,4,44053,9.08,Malta2008,0.819,8977149553,23007,Silent,MLT,Malta,7.59
15602,Malta,2008,male,35-54 years,5,56340,8.87,Malta2008,0.819,8977149553,23007,Boomers,MLT,Malta,7.59
15603,Malta,2008,female,35-54 years,2,54846,3.65,Malta2008,0.819,8977149553,23007,Boomers,MLT,Malta,7.59
15604,Malta,2008,male,15-24 years,1,29288,3.41,Malta2008,0.819,8977149553,23007,Millenials,MLT,Malta,7.59
15605,Malta,2008,male,25-34 years,1,31016,3.22,Malta2008,0.819,8977149553,23007,Generation X,MLT,Malta,7.59
15606,Malta,2008,female,15-24 years,0,27700,0,Malta2008,0.819,8977149553,23007,Millenials,MLT,Malta,7.59
15607,Malta,2008,female,25-34 years,0,28817,0,Malta2008,0.819,8977149553,23007,Generation X,MLT,Malta,7.59
15608,Malta,2008,female,5-14 years,0,22214,0,Malta2008,0.819,8977149553,23007,Generation Z,MLT,Malta,7.59
15609,Malta,2008,female,55-74 years,0,47402,0,Malta2008,0.819,8977149553,23007,Silent,MLT,Malta,7.59
15610,Malta,2008,female,75+ years,0,15479,0,Malta2008,0.819,8977149553,23007,Silent,MLT,Malta,7.59
15611,Malta,2008,male,5-14 years,0,23474,0,Malta2008,0.819,8977149553,23007,Generation Z,MLT,Malta,7.59
15612,Malta,2009,male,25-34 years,9,31502,28.57,Malta2009,0.822,8528202278,21695,Generation X,MLT,Malta,7.64
15613,Malta,2009,male,75+ years,2,9840,20.33,Malta2009,0.822,8528202278,21695,Silent,MLT,Malta,7.64
15614,Malta,2009,male,55-74 years,9,45352,19.84,Malta2009,0.822,8528202278,21695,Silent,MLT,Malta,7.64
15615,Malta,2009,male,35-54 years,10,56425,17.72,Malta2009,0.822,8528202278,21695,Boomers,MLT,Malta,7.64
15616,Malta,2009,male,15-24 years,3,29462,10.18,Malta2009,0.822,8528202278,21695,Millenials,MLT,Malta,7.64
15617,Malta,2009,female,25-34 years,2,29150,6.86,Malta2009,0.822,8528202278,21695,Generation X,MLT,Malta,7.64
15618,Malta,2009,female,15-24 years,1,27616,3.62,Malta2009,0.822,8528202278,21695,Millenials,MLT,Malta,7.64
15619,Malta,2009,female,35-54 years,0,54933,0,Malta2009,0.822,8528202278,21695,Boomers,MLT,Malta,7.64
15620,Malta,2009,female,5-14 years,0,21609,0,Malta2009,0.822,8528202278,21695,Generation Z,MLT,Malta,7.64
15621,Malta,2009,female,55-74 years,0,48486,0,Malta2009,0.822,8528202278,21695,Silent,MLT,Malta,7.64
15622,Malta,2009,female,75+ years,0,15983,0,Malta2009,0.822,8528202278,21695,Silent,MLT,Malta,7.64
15623,Malta,2009,male,5-14 years,0,22744,0,Malta2009,0.822,8528202278,21695,Generation Z,MLT,Malta,7.64
15624,Malta,2010,male,35-54 years,17,56430,30.13,Malta2010,0.824,8741059603,22132,Generation X,MLT,Malta,7.59
15625,Malta,2010,male,75+ years,2,10212,19.58,Malta2010,0.824,8741059603,22132,Silent,MLT,Malta,7.59
15626,Malta,2010,male,15-24 years,3,29208,10.27,Malta2010,0.824,8741059603,22132,Millenials,MLT,Malta,7.59
15627,Malta,2010,male,25-34 years,3,31445,9.54,Malta2010,0.824,8741059603,22132,Generation X,MLT,Malta,7.59
15628,Malta,2010,male,55-74 years,4,46730,8.56,Malta2010,0.824,8741059603,22132,Silent,MLT,Malta,7.59
15629,Malta,2010,female,55-74 years,2,49604,4.03,Malta2010,0.824,8741059603,22132,Silent,MLT,Malta,7.59
15630,Malta,2010,female,15-24 years,0,27407,0,Malta2010,0.824,8741059603,22132,Millenials,MLT,Malta,7.59
15631,Malta,2010,female,25-34 years,0,29274,0,Malta2010,0.824,8741059603,22132,Generation X,MLT,Malta,7.59
15632,Malta,2010,female,35-54 years,0,54977,0,Malta2010,0.824,8741059603,22132,Generation X,MLT,Malta,7.59
15633,Malta,2010,female,5-14 years,0,21055,0,Malta2010,0.824,8741059603,22132,Generation Z,MLT,Malta,7.59
15634,Malta,2010,female,75+ years,0,16506,0,Malta2010,0.824,8741059603,22132,Silent,MLT,Malta,7.59
15635,Malta,2010,male,5-14 years,0,22101,0,Malta2010,0.824,8741059603,22132,Generation Z,MLT,Malta,7.59
15636,Malta,2011,male,35-54 years,9,56411,15.95,Malta2011,0.822,9507645260,23984,Generation X,MLT,Malta,7.67
15637,Malta,2011,male,25-34 years,4,31295,12.78,Malta2011,0.822,9507645260,23984,Millenials,MLT,Malta,7.67
15638,Malta,2011,male,15-24 years,3,28714,10.45,Malta2011,0.822,9507645260,23984,Millenials,MLT,Malta,7.67
15639,Malta,2011,male,55-74 years,4,48074,8.32,Malta2011,0.822,9507645260,23984,Boomers,MLT,Malta,7.67
15640,Malta,2011,female,15-24 years,0,27130,0,Malta2011,0.822,9507645260,23984,Millenials,MLT,Malta,7.67
15641,Malta,2011,female,25-34 years,0,29205,0,Malta2011,0.822,9507645260,23984,Millenials,MLT,Malta,7.67
15642,Malta,2011,female,35-54 years,0,54987,0,Malta2011,0.822,9507645260,23984,Generation X,MLT,Malta,7.67
15643,Malta,2011,female,5-14 years,0,20542,0,Malta2011,0.822,9507645260,23984,Generation Z,MLT,Malta,7.67
15644,Malta,2011,female,55-74 years,0,50691,0,Malta2011,0.822,9507645260,23984,Boomers,MLT,Malta,7.67
